case_id,dataset,fault_type,root_cause_service,residualization,fit_samples,pseudo_abnormal_samples,n_metrics,n_services,max_service_score,median_service_score,p90_service_score,positive_service_fraction,top_service,metrics_with_any_clip,mean_metric_clip_fraction
re1_ob__currencyservice_disk__5,re1_ob,disk,currencyservice,raw,180,180,46,13,199.69307641743808,30.580097226227526,102.50896800798031,0.9230769230769231,redis,0,0.0
re1_ob__currencyservice_disk__5,re1_ob,disk,currencyservice,ar,180,180,46,13,187.53867479173238,12.039238520303874,115.96114973571679,0.8461538461538461,redis,0,0.0
re1_ob__currencyservice_disk__5,re1_ob,disk,currencyservice,counterfactual_ar,180,180,46,13,144.3553898099947,62.433427231546744,102.79022589543128,0.9230769230769231,cartservice,1,0.021739130434782608
re1_ob__currencyservice_loss__1,re1_ob,loss,currencyservice,raw,180,180,49,13,344.84505264576245,93.83122156981489,217.8709139269227,0.9230769230769231,cartservice,0,0.0
re1_ob__currencyservice_loss__1,re1_ob,loss,currencyservice,ar,180,180,49,13,234.1683925875641,44.172818367989294,194.34229794963872,0.8461538461538461,recommendationservice,0,0.0
re1_ob__currencyservice_loss__1,re1_ob,loss,currencyservice,counterfactual_ar,180,180,49,13,176.5831059666963,69.41898774065093,155.36857999347717,0.9230769230769231,paymentservice,3,0.061224489795918366
re1_ob__currencyservice_loss__2,re1_ob,loss,currencyservice,raw,180,180,49,13,1208.7728348921287,45.253145202273835,368.45848174638303,1.0,frontend-external,0,0.0
re1_ob__currencyservice_loss__2,re1_ob,loss,currencyservice,ar,180,180,49,13,1188.118911418094,43.215342395718665,176.31470097823743,0.9230769230769231,frontend-external,0,0.0
re1_ob__currencyservice_loss__2,re1_ob,loss,currencyservice,counterfactual_ar,180,180,49,13,1188.0621195637539,74.67769356691771,431.4815521046564,1.0,frontend-external,0,0.0
re1_ob__currencyservice_loss__3,re1_ob,loss,currencyservice,raw,180,180,49,13,306.81913377412695,24.145783606532365,131.92911915121627,0.8461538461538461,recommendationservice,0,0.0
re1_ob__currencyservice_loss__3,re1_ob,loss,currencyservice,ar,180,180,49,13,260.2766488148526,6.520210734347415,54.32780335505486,0.6923076923076923,recommendationservice,0,0.0
re1_ob__currencyservice_loss__3,re1_ob,loss,currencyservice,counterfactual_ar,180,180,49,13,299.5856144835591,78.91617082211422,219.9017187210258,0.9230769230769231,recommendationservice,1,0.02040816326530612
re1_ob__currencyservice_loss__4,re1_ob,loss,currencyservice,raw,180,180,49,13,125.48603576639302,3.1362921440672076,58.08536154231807,0.6153846153846154,recommendationservice,0,0.0
re1_ob__currencyservice_loss__4,re1_ob,loss,currencyservice,ar,180,180,49,13,61.944258548013146,-1.832869094452974,43.96729532563438,0.3076923076923077,emailservice,0,0.0
re1_ob__currencyservice_loss__4,re1_ob,loss,currencyservice,counterfactual_ar,180,180,49,13,214.83409744454835,55.482401287089885,176.65289870971745,0.8461538461538461,checkoutservice,3,0.049886621315192746
re1_ob__currencyservice_loss__5,re1_ob,loss,currencyservice,raw,180,180,49,13,108.84620156623858,29.209395608567473,92.21678673307026,0.8461538461538461,emailservice,0,0.0
re1_ob__currencyservice_loss__5,re1_ob,loss,currencyservice,ar,180,180,49,13,107.86696629933526,8.3702112580672,60.6162468469892,0.6153846153846154,emailservice,0,0.0
re1_ob__currencyservice_loss__5,re1_ob,loss,currencyservice,counterfactual_ar,180,180,49,13,123.43604692072945,42.32881657952273,85.84191653141482,0.9230769230769231,checkoutservice,1,0.02040816326530612
re1_ob__currencyservice_mem__1,re1_ob,mem,currencyservice,raw,300,300,50,15,256.9378537915603,14.171308995314575,142.77003363457078,0.8,main,0,0.0
re1_ob__currencyservice_mem__1,re1_ob,mem,currencyservice,ar,300,300,50,15,161.44421137770635,10.306832655093785,96.63429310255347,0.7333333333333333,shippingservice,0,0.0
re1_ob__currencyservice_mem__1,re1_ob,mem,currencyservice,counterfactual_ar,300,300,50,15,522.0226856765781,58.006038378055486,264.8650486722602,0.8,main,1,0.02
re1_ob__currencyservice_mem__2,re1_ob,mem,currencyservice,raw,300,300,50,15,618.0455919772764,99.00278979183669,464.2881878808258,0.8,frontend-external,0,0.0
re1_ob__currencyservice_mem__2,re1_ob,mem,currencyservice,ar,300,300,50,15,617.4541316110179,96.93653564147735,431.70780028510444,0.7333333333333333,frontend-external,0,0.0
re1_ob__currencyservice_mem__2,re1_ob,mem,currencyservice,counterfactual_ar,300,300,50,15,616.4444776712079,152.7551934875045,366.5405119143112,0.8666666666666667,frontend-external,2,0.04
re1_ob__currencyservice_mem__3,re1_ob,mem,currencyservice,raw,300,300,50,15,464.87889640399953,12.999067614287432,310.99873937963474,0.7333333333333333,frontend,0,0.0
re1_ob__currencyservice_mem__3,re1_ob,mem,currencyservice,ar,300,300,50,15,422.11110146416746,9.755392395745085,157.8378986041443,0.6666666666666666,frontend,0,0.0
re1_ob__currencyservice_mem__3,re1_ob,mem,currencyservice,counterfactual_ar,300,300,50,15,586.7495845442364,75.93911598926566,434.0887756163478,0.8,frontend,1,0.02
re1_ob__currencyservice_mem__4,re1_ob,mem,currencyservice,raw,300,300,50,15,489.6968570235633,2.4263010150787068,223.9331665890287,0.5333333333333333,emailservice,0,0.0
re1_ob__currencyservice_mem__4,re1_ob,mem,currencyservice,ar,300,300,50,15,387.19880035543974,-6.7565704325174165,110.02737879257678,0.4,emailservice,0,0.0
re1_ob__currencyservice_mem__4,re1_ob,mem,currencyservice,counterfactual_ar,300,300,50,15,335.65282369229,241.09365733562473,298.13127680254684,0.8,paymentservice,2,0.04
re1_ob__currencyservice_mem__5,re1_ob,mem,currencyservice,raw,300,300,50,15,2019.868921222651,15.734737799717228,363.2748917836854,0.6,frontend-external,0,0.0
re1_ob__currencyservice_mem__5,re1_ob,mem,currencyservice,ar,300,300,50,15,1999.3476285275929,-7.06961108724848,247.49181131910052,0.3333333333333333,frontend-external,0,0.0
re1_ob__currencyservice_mem__5,re1_ob,mem,currencyservice,counterfactual_ar,300,300,50,15,1998.98029889564,306.9971206646567,588.4786305431799,0.8666666666666667,frontend-external,4,0.0766
re1_ob__productcatalogservice_cpu__1,re1_ob,cpu,productcatalogservice,raw,300,300,50,15,1357.368822902355,16.968088430496493,201.15312916099532,0.6666666666666666,frontend,0,0.0
re1_ob__productcatalogservice_cpu__1,re1_ob,cpu,productcatalogservice,ar,300,300,50,15,1343.4703057379281,4.644298756997974,217.9660632274139,0.6,frontend,0,0.0
re1_ob__productcatalogservice_cpu__1,re1_ob,cpu,productcatalogservice,counterfactual_ar,300,300,50,15,1485.5557833694086,69.65950058319123,194.90395550616,0.8,frontend,2,0.04
re1_ob__productcatalogservice_cpu__2,re1_ob,cpu,productcatalogservice,raw,300,300,50,15,613.6654816153068,42.25565794040809,313.0547402852109,0.8,frontend-external,0,0.0
re1_ob__productcatalogservice_cpu__2,re1_ob,cpu,productcatalogservice,ar,300,300,50,15,613.5204096414052,24.036579766133702,299.53258141820726,0.6666666666666666,frontend-external,0,0.0
re1_ob__productcatalogservice_cpu__2,re1_ob,cpu,productcatalogservice,counterfactual_ar,300,300,50,15,613.4408256821889,122.71489471531633,436.79148044230715,0.8666666666666667,frontend-external,3,0.06
re1_ob__productcatalogservice_cpu__3,re1_ob,cpu,productcatalogservice,raw,300,300,59,20,236.99900294447858,1.4679430065529098,155.00865539018687,0.55,cartservice,0,0.0
re1_ob__productcatalogservice_cpu__3,re1_ob,cpu,productcatalogservice,ar,300,300,59,20,172.2297047795971,-12.494896251982397,84.08713593236533,0.4,cartservice,0,0.0
re1_ob__productcatalogservice_cpu__3,re1_ob,cpu,productcatalogservice,counterfactual_ar,300,300,59,20,383.3542672649339,51.532175798201614,283.8347211938093,0.55,cartservice,13,0.22033898305084745
re1_ob__productcatalogservice_cpu__4,re1_ob,cpu,productcatalogservice,raw,300,300,50,15,747.5002745629953,8.082347802240255,210.7883799131102,0.6,main,0,0.0
re1_ob__productcatalogservice_cpu__4,re1_ob,cpu,productcatalogservice,ar,300,300,50,15,301.81417598603775,10.165247714375027,159.58118937389395,0.5333333333333333,paymentservice,0,0.0
re1_ob__productcatalogservice_cpu__4,re1_ob,cpu,productcatalogservice,counterfactual_ar,300,300,50,15,906.3672021164673,326.15953983705873,485.253143629952,0.7333333333333333,main,4,0.08
re1_ob__productcatalogservice_cpu__5,re1_ob,cpu,productcatalogservice,raw,300,300,50,15,614.0724334353654,24.949894410936622,267.08244927162724,0.7333333333333333,frontend-external,0,0.0
re1_ob__productcatalogservice_cpu__5,re1_ob,cpu,productcatalogservice,ar,300,300,50,15,613.6479187859863,6.129735989112078,192.21714298357463,0.5333333333333333,frontend-external,0,0.0
re1_ob__productcatalogservice_cpu__5,re1_ob,cpu,productcatalogservice,counterfactual_ar,300,300,50,15,613.7726550406567,266.15859757516836,362.71104460801746,0.8666666666666667,frontend-external,2,0.04
re1_ob__productcatalogservice_delay__1,re1_ob,delay,productcatalogservice,raw,180,180,47,13,213.0272564048803,42.295841776507,143.03149261834446,0.7692307692307693,checkoutservice,0,0.0
re1_ob__productcatalogservice_delay__1,re1_ob,delay,productcatalogservice,ar,180,180,47,13,169.08759780887078,1.9466497419981483,108.15330375159785,0.5384615384615384,checkoutservice,0,0.0
re1_ob__productcatalogservice_delay__1,re1_ob,delay,productcatalogservice,counterfactual_ar,180,180,47,13,155.29598802045234,38.101942760496115,110.07167667513099,0.8461538461538461,checkoutservice,4,0.08463356973995272
re1_ob__productcatalogservice_delay__2,re1_ob,delay,productcatalogservice,raw,180,180,48,13,343.63175484471674,100.33110727998485,225.94196980831202,0.8461538461538461,frontend-external,0,0.0
re1_ob__productcatalogservice_delay__2,re1_ob,delay,productcatalogservice,ar,180,180,48,13,343.6925384811831,18.50693195647388,191.89859312855603,0.7692307692307693,frontend-external,0,0.0
re1_ob__productcatalogservice_delay__2,re1_ob,delay,productcatalogservice,counterfactual_ar,180,180,48,13,343.58913677449743,49.463695932890154,232.83654073334878,1.0,frontend-external,1,0.020833333333333332
re1_ob__productcatalogservice_delay__3,re1_ob,delay,productcatalogservice,raw,180,180,48,13,347.37586266509027,34.728485430804085,215.29482704188217,1.0,frontend-external,0,0.0
re1_ob__productcatalogservice_delay__3,re1_ob,delay,productcatalogservice,ar,180,180,48,13,346.1043381222243,13.412606213406727,181.50846741836747,0.8461538461538461,frontend-external,0,0.0
re1_ob__productcatalogservice_delay__3,re1_ob,delay,productcatalogservice,counterfactual_ar,180,180,48,13,345.9322462881264,61.03572428424062,181.93666316066785,0.9230769230769231,frontend-external,2,0.041666666666666664
re1_ob__productcatalogservice_delay__4,re1_ob,delay,productcatalogservice,raw,180,180,46,13,179.42434886530447,72.00424013666854,111.84189939949553,0.9230769230769231,redis,0,0.0
re1_ob__productcatalogservice_delay__4,re1_ob,delay,productcatalogservice,ar,180,180,46,13,231.1606712529973,22.201501249297205,55.116858799698186,0.6923076923076923,redis,0,0.0
re1_ob__productcatalogservice_delay__4,re1_ob,delay,productcatalogservice,counterfactual_ar,180,180,46,13,320.02188463785075,92.39695649247746,184.23683315960744,0.9230769230769231,redis,3,0.05483091787439613
re1_ob__productcatalogservice_delay__5,re1_ob,delay,productcatalogservice,raw,180,180,48,13,226.79559099194535,23.25873369208487,131.93769341720417,0.6923076923076923,redis,0,0.0
re1_ob__productcatalogservice_delay__5,re1_ob,delay,productcatalogservice,ar,180,180,48,13,186.4031550513894,3.649090329279024,49.79952930109985,0.6923076923076923,redis,0,0.0
re1_ob__productcatalogservice_delay__5,re1_ob,delay,productcatalogservice,counterfactual_ar,180,180,48,13,192.02246963168452,72.3090228157376,154.42228386049678,0.8461538461538461,recommendationservice,1,0.020833333333333332
re1_ob__productcatalogservice_disk__1,re1_ob,disk,productcatalogservice,raw,180,180,47,13,179.32091142310622,59.74845401312115,136.19339569184436,0.8461538461538461,main,0,0.0
re1_ob__productcatalogservice_disk__1,re1_ob,disk,productcatalogservice,ar,180,180,47,13,127.75042899864853,23.67379136945716,123.86435391809204,0.8461538461538461,emailservice,0,0.0
re1_ob__productcatalogservice_disk__1,re1_ob,disk,productcatalogservice,counterfactual_ar,180,180,47,13,281.1742348942082,89.31954767181655,166.76572470380714,0.9230769230769231,main,0,0.0
re1_ob__productcatalogservice_disk__2,re1_ob,disk,productcatalogservice,raw,180,180,47,13,216.12650374506995,97.62157316559473,157.31085391665493,0.9230769230769231,redis,0,0.0
re1_ob__productcatalogservice_disk__2,re1_ob,disk,productcatalogservice,ar,180,180,47,13,208.516201591414,29.115109079704457,125.62747294732772,0.7692307692307693,redis,0,0.0
re1_ob__productcatalogservice_disk__2,re1_ob,disk,productcatalogservice,counterfactual_ar,180,180,47,13,319.0478043329859,140.12758010577397,296.0432539044439,1.0,redis,1,0.02127659574468085
re1_ob__productcatalogservice_disk__3,re1_ob,disk,productcatalogservice,raw,180,180,47,13,306.6907293625157,53.84295551331108,239.61594229319738,0.8461538461538461,cartservice,0,0.0
re1_ob__productcatalogservice_disk__3,re1_ob,disk,productcatalogservice,ar,180,180,47,13,290.17772170620265,18.852196060394036,200.00063879622567,0.7692307692307693,cartservice,0,0.0
re1_ob__productcatalogservice_disk__3,re1_ob,disk,productcatalogservice,counterfactual_ar,180,180,47,13,382.44034989581314,141.11006915224115,270.9843418835142,0.9230769230769231,cartservice,1,0.021040189125295507
re1_ob__productcatalogservice_disk__4,re1_ob,disk,productcatalogservice,raw,180,180,48,13,242.32586599537967,36.750659544547375,168.00581741646923,0.9230769230769231,frontend,0,0.0
re1_ob__productcatalogservice_disk__4,re1_ob,disk,productcatalogservice,ar,180,180,48,13,226.33753212058232,12.986399928143365,152.16002147538347,0.6923076923076923,frontend,0,0.0
re1_ob__productcatalogservice_disk__4,re1_ob,disk,productcatalogservice,counterfactual_ar,180,180,48,13,319.4310503553497,73.02607712703414,246.82580610607855,0.9230769230769231,frontend,2,0.041666666666666664
re1_ob__productcatalogservice_disk__5,re1_ob,disk,productcatalogservice,raw,180,180,48,13,189.0932692991306,41.382605490201605,101.84462405717258,0.8461538461538461,paymentservice,0,0.0
re1_ob__productcatalogservice_disk__5,re1_ob,disk,productcatalogservice,ar,180,180,48,13,108.67574293523215,28.884609526515323,90.45019943775782,0.6923076923076923,paymentservice,0,0.0
re1_ob__productcatalogservice_disk__5,re1_ob,disk,productcatalogservice,counterfactual_ar,180,180,48,13,234.1315555435721,59.58137714348944,153.65949169951418,0.9230769230769231,paymentservice,0,0.0
re1_ob__productcatalogservice_loss__1,re1_ob,loss,productcatalogservice,raw,180,180,49,13,161.76520065216246,18.36402071742877,113.22865064945566,0.7692307692307693,cartservice,0,0.0
re1_ob__productcatalogservice_loss__1,re1_ob,loss,productcatalogservice,ar,180,180,49,13,125.81467299504396,6.194886977737705,63.62073516775703,0.6153846153846154,cartservice,0,0.0
re1_ob__productcatalogservice_loss__1,re1_ob,loss,productcatalogservice,counterfactual_ar,180,180,49,13,225.01026675870614,27.399724317524562,116.73142565519841,0.7692307692307693,cartservice,1,0.02040816326530612
re1_ob__productcatalogservice_loss__2,re1_ob,loss,productcatalogservice,raw,180,180,49,13,275.8797162319419,32.27532488809428,43.094814248862235,0.7692307692307693,cartservice,0,0.0
re1_ob__productcatalogservice_loss__2,re1_ob,loss,productcatalogservice,ar,180,180,49,13,144.42749739184745,9.332047745870929,68.25942305812931,0.7692307692307693,cartservice,0,0.0
re1_ob__productcatalogservice_loss__2,re1_ob,loss,productcatalogservice,counterfactual_ar,180,180,49,13,327.35444828628863,46.991309133856475,115.02112079931506,0.8461538461538461,cartservice,2,0.04081632653061224
re1_ob__productcatalogservice_loss__3,re1_ob,loss,productcatalogservice,raw,180,180,49,13,149.28908681113577,23.876480649007874,94.15412847269455,0.9230769230769231,recommendationservice,0,0.0
re1_ob__productcatalogservice_loss__3,re1_ob,loss,productcatalogservice,ar,180,180,49,13,73.13283721179263,7.033992179692774,62.92147124353781,0.6153846153846154,recommendationservice,0,0.0
re1_ob__productcatalogservice_loss__3,re1_ob,loss,productcatalogservice,counterfactual_ar,180,180,49,13,162.46447238508122,54.90353667759484,121.11973384701973,0.8461538461538461,recommendationservice,2,0.04081632653061224
re1_ob__productcatalogservice_loss__4,re1_ob,loss,productcatalogservice,raw,180,180,49,13,130.41075256042018,7.343603962259162,57.09339737271746,0.8461538461538461,main,0,0.0
re1_ob__productcatalogservice_loss__4,re1_ob,loss,productcatalogservice,ar,180,180,49,13,25.41775957621447,3.8028029329235267,16.563928254384603,0.6923076923076923,checkoutservice,0,0.0
re1_ob__productcatalogservice_loss__4,re1_ob,loss,productcatalogservice,counterfactual_ar,180,180,49,13,155.62638368007686,32.53563004321288,136.39947871719897,0.9230769230769231,frontend,2,0.04081632653061224
re1_ob__productcatalogservice_loss__5,re1_ob,loss,productcatalogservice,raw,180,180,49,13,169.0735505064265,24.301804130213384,153.59852781488448,0.9230769230769231,cartservice,0,0.0
re1_ob__productcatalogservice_loss__5,re1_ob,loss,productcatalogservice,ar,180,180,49,13,140.75465853167648,5.0835213610425285,93.19485597147717,0.7692307692307693,cartservice,0,0.0
re1_ob__productcatalogservice_loss__5,re1_ob,loss,productcatalogservice,counterfactual_ar,180,180,49,13,357.77984566872055,79.87119100452828,161.54031970497164,0.9230769230769231,cartservice,2,0.02505668934240363
re1_ob__productcatalogservice_mem__1,re1_ob,mem,productcatalogservice,raw,300,300,50,15,399.7011534747062,12.775768710610768,314.8931297099422,0.7333333333333333,cartservice,0,0.0
re1_ob__productcatalogservice_mem__1,re1_ob,mem,productcatalogservice,ar,300,300,50,15,476.1276184038888,3.565325976695059,232.19533891450945,0.6,cartservice,0,0.0
re1_ob__productcatalogservice_mem__1,re1_ob,mem,productcatalogservice,counterfactual_ar,300,300,50,15,624.4738014085023,72.06502698842819,317.99507186073964,0.8,cartservice,2,0.04
re1_ob__productcatalogservice_mem__2,re1_ob,mem,productcatalogservice,raw,300,300,50,15,2099.6443721392807,222.21248367323665,330.21620670262195,0.8666666666666667,frontend-external,0,0.0
re1_ob__productcatalogservice_mem__2,re1_ob,mem,productcatalogservice,ar,300,300,50,15,2077.8924192303093,44.534036737531096,235.89542239322773,0.8,frontend-external,0,0.0
re1_ob__productcatalogservice_mem__2,re1_ob,mem,productcatalogservice,counterfactual_ar,300,300,50,15,2078.0495674019567,313.27976709400554,503.15732053773263,0.8666666666666667,frontend-external,2,0.04
re1_ob__productcatalogservice_mem__3,re1_ob,mem,productcatalogservice,raw,300,300,50,15,565.7045484961185,4.495446469696731,320.180643409999,0.6,main,0,0.0
re1_ob__productcatalogservice_mem__3,re1_ob,mem,productcatalogservice,ar,300,300,50,15,453.9269790424091,-3.4851267581558054,174.04540728329837,0.4666666666666667,cartservice,0,0.0
re1_ob__productcatalogservice_mem__3,re1_ob,mem,productcatalogservice,counterfactual_ar,300,300,50,15,702.0131750533315,158.79296429919827,367.56594719879047,0.7333333333333333,main,3,0.06
re1_ob__productcatalogservice_mem__4,re1_ob,mem,productcatalogservice,raw,300,300,50,15,289.88679866097294,19.550574824521505,221.52187176140382,0.7333333333333333,emailservice,0,0.0
re1_ob__productcatalogservice_mem__4,re1_ob,mem,productcatalogservice,ar,300,300,50,15,288.15993908471887,-0.7684470904557656,138.47567524888865,0.4666666666666667,emailservice,0,0.0
re1_ob__productcatalogservice_mem__4,re1_ob,mem,productcatalogservice,counterfactual_ar,300,300,50,15,296.05947512100147,152.34177839628114,259.3227817984201,0.8,emailservice,2,0.04
re1_ob__productcatalogservice_mem__5,re1_ob,mem,productcatalogservice,raw,300,300,50,15,480.7404858750425,106.66488317928422,251.41003361315154,0.8,main,0,0.0
re1_ob__productcatalogservice_mem__5,re1_ob,mem,productcatalogservice,ar,300,300,50,15,220.13740084496098,11.565465466804426,118.2569084659698,0.7333333333333333,emailservice,0,0.0
re1_ob__productcatalogservice_mem__5,re1_ob,mem,productcatalogservice,counterfactual_ar,300,300,50,15,659.6511190254208,370.2977801819143,602.075987018288,0.8,emailservice,1,0.02
re1_ss__carts_cpu__1,re1_ss,cpu,carts,raw,180,180,437,23,3318.2343460176776,282.1052993540941,1939.8830695876936,0.8260869565217391,session-db,0,0.0
re1_ss__carts_cpu__1,re1_ss,cpu,carts,ar,180,180,437,23,3261.9234140545964,88.79673649276185,1878.5229829235238,0.7391304347826086,session-db,0,0.0
re1_ss__carts_cpu__1,re1_ss,cpu,carts,counterfactual_ar,180,180,437,23,3261.9234140545964,318.53399732503084,1972.9496140867188,0.8695652173913043,session-db,53,0.1172641749300788
re1_ss__carts_cpu__2,re1_ss,cpu,carts,raw,180,180,437,23,3303.06494915586,291.41653951443897,503.13687911622975,0.8260869565217391,session-db,0,0.0
re1_ss__carts_cpu__2,re1_ss,cpu,carts,ar,180,180,437,23,3247.0066934978477,88.04947165191048,430.59494702833047,0.6521739130434783,session-db,0,0.0
re1_ss__carts_cpu__2,re1_ss,cpu,carts,counterfactual_ar,180,180,437,23,3247.0066934978477,276.0339129930947,508.31161947711155,0.9130434782608695,session-db,65,0.13963895245359775
re1_ss__carts_cpu__3,re1_ss,cpu,carts,raw,180,180,437,23,1959.2835549595254,180.72087004837826,698.7017782845988,0.8695652173913043,192-168-33-0-9100,0,0.0
re1_ss__carts_cpu__3,re1_ss,cpu,carts,ar,180,180,437,23,1857.630690344531,16.577328911440713,631.2208123957724,0.6521739130434783,192-168-33-0-9100,0,0.0
re1_ss__carts_cpu__3,re1_ss,cpu,carts,counterfactual_ar,180,180,437,23,2070.4007006071665,233.7466941277257,699.7050368885715,0.8695652173913043,192-168-33-0-9100,63,0.14341469616069158
re1_ss__carts_cpu__4,re1_ss,cpu,carts,raw,180,180,437,23,3302.3560715961644,190.92725907500292,554.0757389423032,0.8695652173913043,session-db,0,0.0
re1_ss__carts_cpu__4,re1_ss,cpu,carts,ar,180,180,437,23,3246.306801082035,15.438133509231818,427.7326107674758,0.6521739130434783,session-db,0,0.0
re1_ss__carts_cpu__4,re1_ss,cpu,carts,counterfactual_ar,180,180,437,23,3246.306801082035,269.6819227161254,520.7989212742619,0.9130434782608695,session-db,58,0.13254513094330028
re1_ss__carts_cpu__5,re1_ss,cpu,carts,raw,180,180,437,23,720.0551106379359,75.27439232756893,399.26705917723126,0.8260869565217391,session-db,0,0.0
re1_ss__carts_cpu__5,re1_ss,cpu,carts,ar,180,180,437,23,695.1971325121635,19.663366488140866,324.62181958755843,0.6086956521739131,session-db,0,0.0
re1_ss__carts_cpu__5,re1_ss,cpu,carts,counterfactual_ar,180,180,437,23,659.0784430762457,210.1436784131552,487.9780222827589,0.9130434782608695,catalogue,67,0.15322908721078057
re1_ss__carts_delay__1,re1_ss,delay,carts,raw,180,180,437,23,2220.2146853216873,249.85752429407307,1784.6129901924596,0.782608695652174,192-168-76-116-9100,0,0.0
re1_ss__carts_delay__1,re1_ss,delay,carts,ar,180,180,437,23,2163.6103615513134,93.6382524908443,1722.6212024177908,0.7391304347826086,192-168-76-116-9100,0,0.0
re1_ss__carts_delay__1,re1_ss,delay,carts,counterfactual_ar,180,180,437,23,2229.7535671018127,296.54012091076464,1794.4094630700565,0.8260869565217391,192-168-76-116-9100,64,0.1462751080600051
re1_ss__carts_delay__2,re1_ss,delay,carts,raw,180,180,437,23,3313.5716037277966,174.89825491411477,364.3393260082794,0.8695652173913043,session-db,0,0.0
re1_ss__carts_delay__2,re1_ss,delay,carts,ar,180,180,437,23,3257.334764755086,26.55768651872154,245.35189726021758,0.7391304347826086,session-db,0,0.0
re1_ss__carts_delay__2,re1_ss,delay,carts,counterfactual_ar,180,180,437,23,3257.334764755086,280.11457175058115,448.555079203795,0.8260869565217391,session-db,61,0.13863463005339435
re1_ss__carts_delay__3,re1_ss,delay,carts,raw,180,180,437,23,1077.6642635254254,228.12020745709742,686.9423915176559,0.8695652173913043,payment,0,0.0
re1_ss__carts_delay__3,re1_ss,delay,carts,ar,180,180,437,23,1119.6006176064136,20.320886348079444,680.8185893255716,0.6086956521739131,payment,0,0.0
re1_ss__carts_delay__3,re1_ss,delay,carts,counterfactual_ar,180,180,437,23,1105.786448762219,234.10247176352073,564.8398613460574,0.8695652173913043,payment,72,0.15921688278667684
re1_ss__carts_delay__4,re1_ss,delay,carts,raw,180,180,436,23,3302.8806471621974,275.9973797906164,516.7924447484745,0.8260869565217391,session-db,0,0.0
re1_ss__carts_delay__4,re1_ss,delay,carts,ar,180,180,436,23,3246.823660460725,23.012735209568916,501.2284261164278,0.6086956521739131,session-db,0,0.0
re1_ss__carts_delay__4,re1_ss,delay,carts,counterfactual_ar,180,180,436,23,3246.823660460725,268.8695587787695,479.45729033689645,0.8695652173913043,session-db,68,0.15327471967380227
re1_ss__carts_delay__5,re1_ss,delay,carts,raw,180,180,436,23,1616.143136736253,189.72867947338173,741.9709011457941,0.8260869565217391,payment,0,0.0
re1_ss__carts_delay__5,re1_ss,delay,carts,ar,180,180,436,23,1403.6020068915077,3.2621785175222726,694.990361532488,0.5217391304347826,payment,0,0.0
re1_ss__carts_delay__5,re1_ss,delay,carts,counterfactual_ar,180,180,436,23,1679.6317616020194,192.42898797502582,610.3233302502532,0.9130434782608695,payment,65,0.14844546381243628
re1_ss__carts_disk__1,re1_ss,disk,carts,raw,180,180,425,21,847.0152816063164,212.86801455688715,528.1830395815206,0.9047619047619048,orders-db,0,0.0
re1_ss__carts_disk__1,re1_ss,disk,carts,ar,180,180,425,21,727.7506555736378,85.17425124182137,465.53118770501516,0.7142857142857143,orders-db,0,0.0
re1_ss__carts_disk__1,re1_ss,disk,carts,counterfactual_ar,180,180,425,21,977.5899220131072,222.276236351258,491.9898720549131,0.8571428571428571,orders-db,60,0.1411764705882353
re1_ss__carts_disk__2,re1_ss,disk,carts,raw,180,180,429,21,3181.1698307060583,177.09603283202543,582.110375505206,0.7619047619047619,session-db,0,0.0
re1_ss__carts_disk__2,re1_ss,disk,carts,ar,180,180,429,21,3127.1426781984505,24.376081203850504,544.0295558001491,0.6190476190476191,session-db,0,0.0
re1_ss__carts_disk__2,re1_ss,disk,carts,counterfactual_ar,180,180,429,21,3127.1426781984505,196.51867469288655,694.8894860661458,0.8571428571428571,session-db,69,0.1521238021238021
re1_ss__carts_disk__3,re1_ss,disk,carts,raw,180,180,429,21,511.54333583298677,153.62135845257606,248.81989302325746,0.9047619047619048,queue-master,0,0.0
re1_ss__carts_disk__3,re1_ss,disk,carts,ar,180,180,429,21,332.65829716626826,14.701584989925019,226.03920928560197,0.7619047619047619,queue-master,0,0.0
re1_ss__carts_disk__3,re1_ss,disk,carts,counterfactual_ar,180,180,429,21,549.7333394324622,229.3241405740157,474.07328515901213,0.9047619047619048,queue-master,69,0.1562030562030562
re1_ss__carts_disk__4,re1_ss,disk,carts,raw,180,180,429,21,3582.317048065659,134.99721531006057,345.91539129002086,0.8571428571428571,session-db,0,0.0
re1_ss__carts_disk__4,re1_ss,disk,carts,ar,180,180,429,21,3521.6075714346903,17.444611038671457,284.1889530211641,0.6666666666666666,session-db,0,0.0
re1_ss__carts_disk__4,re1_ss,disk,carts,counterfactual_ar,180,180,429,21,3521.6075714346903,219.58800671947995,509.8891165787525,0.9047619047619048,session-db,69,0.15607355607355605
re1_ss__carts_disk__5,re1_ss,disk,carts,raw,180,180,429,21,1033.7765142881647,87.81007718869701,476.09224690539486,0.8095238095238095,queue-master,0,0.0
re1_ss__carts_disk__5,re1_ss,disk,carts,ar,180,180,429,21,933.480684792975,7.651547227277362,470.0300569633676,0.5238095238095238,queue-master,0,0.0
re1_ss__carts_disk__5,re1_ss,disk,carts,counterfactual_ar,180,180,429,21,1115.0779493722093,180.17481094858317,533.0523947770979,0.8571428571428571,queue-master,66,0.1434861434861435
re1_ss__carts_loss__1,re1_ss,loss,carts,raw,180,180,437,23,2067.291114133624,207.8052715588784,404.9623772141863,0.8260869565217391,192-168-15-8-9100,0,0.0
