case_id,dataset,fit_fraction,fit_samples,pseudo_samples,prior_name,ar_order,n_metrics,n_scored_metrics,metric_failures,median_metric_log_bf,p90_metric_log_bf,max_metric_log_bf,positive_metric_fraction,strong_metric_fraction,n_services,median_service_log_bf,p90_service_log_bf,max_service_log_bf,positive_service_fraction,strong_service_fraction,top_service,pre_unstable_metric_fraction,post_unstable_metric_fraction,shared_unstable_metric_fraction
re1_ob__adservice_cpu__4,re1_ob,0.4,240,360,weak,3,50,50,0,-11.330021973895015,29.433995569793,742.6894848738943,0.22,0.18,15,-5.101728805321652,74.94426256126954,237.08853160400895,0.3333333333333333,0.26666666666666666,emailservice,0.0,0.08,0.0
re1_ob__adservice_cpu__4,re1_ob,0.4,240,360,reference,3,50,50,0,-8.935922717915332,24.580020608215552,663.7990133387773,0.2,0.18,15,-4.6728086731163785,46.19324362674559,214.04210403320272,0.4,0.3333333333333333,emailservice,0.0,0.08,0.0
re1_ob__adservice_cpu__4,re1_ob,0.4,240,360,strong,3,50,50,0,-13.434886553996478,1.4189943530601314,510.9869682672804,0.12,0.1,15,-16.216534972159327,35.438346165607946,165.79879344735568,0.2,0.2,emailservice,0.0,0.08,0.0
re1_ob__adservice_cpu__4,re1_ob,0.5,300,300,weak,3,50,50,0,-17.661663501214207,2.58664037962619,975.2976709960103,0.12,0.1,15,-16.33697027664088,32.00504197235991,312.7444869616805,0.2,0.2,emailservice,0.0,0.0,0.0
re1_ob__adservice_cpu__4,re1_ob,0.5,300,300,reference,3,50,50,0,-14.209356684969293,-0.22432525378750873,875.6534145239541,0.1,0.1,15,-16.501792856757145,31.843649419035373,282.74867780232626,0.2,0.2,emailservice,0.0,0.0,0.0
re1_ob__adservice_cpu__4,re1_ob,0.5,300,300,strong,3,50,50,0,-38.810250762958105,0.459525076127023,681.5273152777913,0.12,0.08,15,-25.8687920957528,20.748121414505697,220.45127418310526,0.2,0.13333333333333333,emailservice,0.0,0.0,0.0
re1_ob__adservice_cpu__4,re1_ob,0.6,360,240,weak,3,50,50,0,-14.372449744463523,81.54133324476707,1220.0296972277315,0.16,0.14,15,-8.66272349130861,108.55378524818155,394.1228664578805,0.3333333333333333,0.3333333333333333,emailservice,0.0,0.14,0.0
re1_ob__adservice_cpu__4,re1_ob,0.6,360,240,reference,3,50,50,0,-14.385336432292064,65.8967648705981,1099.5912569447144,0.14,0.14,15,-8.420733266605339,95.91821272316669,357.20985699467855,0.3333333333333333,0.3333333333333333,emailservice,0.0,0.14,0.0
re1_ob__adservice_cpu__4,re1_ob,0.6,360,240,strong,3,50,50,0,-26.472801918672076,5.591983046870861,863.9143451022596,0.16,0.12,15,-15.363570128997594,54.34411261204754,281.1812855688036,0.26666666666666666,0.26666666666666666,emailservice,0.0,0.12,0.0
re1_ob__adservice_cpu__5,re1_ob,0.4,240,360,weak,3,50,50,0,-15.642927919505865,313.34210006989355,3237.4124674738396,0.3,0.3,15,-1.4798459696208777,312.76410406045767,1076.3115584588732,0.4666666666666667,0.4666666666666667,frontend,0.22,0.0,0.0
re1_ob__adservice_cpu__5,re1_ob,0.4,240,360,reference,3,50,50,0,-11.535303015110514,300.7226789452767,3158.4467364823695,0.3,0.3,15,-0.9771062218011366,296.2503485630352,1052.3062824913666,0.4666666666666667,0.4666666666666667,frontend,0.22,0.0,0.0
re1_ob__adservice_cpu__5,re1_ob,0.4,240,360,strong,3,50,50,0,-14.699659541681967,240.5565520419891,3005.0489646973037,0.16,0.16,15,-12.948489512017659,251.04717187367177,998.5305872466698,0.4,0.4,frontend,0.22,0.0,0.0
re1_ob__adservice_cpu__5,re1_ob,0.5,300,300,weak,3,50,50,0,-15.19445341109224,171.55401218981712,4101.578763692611,0.16,0.16,15,-12.437482652601943,193.49711875988012,1359.619782392452,0.4,0.4,frontend,0.04,0.0,0.0
re1_ob__adservice_cpu__5,re1_ob,0.5,300,300,reference,3,50,50,0,-12.779054687449275,141.72006463327025,4001.840208432612,0.18,0.16,15,-10.914608353305235,191.45466411160385,1324.1219252416336,0.4,0.4,frontend,0.04,0.0,0.0
re1_ob__adservice_cpu__5,re1_ob,0.5,300,300,strong,3,50,50,0,-23.96600829221586,59.231797211546386,3806.9801745467284,0.14,0.14,15,-14.463956195322453,170.96185198480535,1259.731666641058,0.3333333333333333,0.3333333333333333,frontend,0.04,0.0,0.0
re1_ob__adservice_cpu__5,re1_ob,0.6,360,240,weak,3,50,50,0,-15.231468188198647,267.3285746425213,1057.2076693211984,0.16,0.16,15,-12.67847576418014,280.84386989294285,485.76828364293675,0.4,0.4,emailservice,0.02,0.0,0.0
re1_ob__adservice_cpu__5,re1_ob,0.6,360,240,reference,3,50,50,0,-13.05686998368401,261.1927785386826,977.2076314239735,0.16,0.14,15,-12.143046787075434,264.9252397253158,453.2518674000451,0.4,0.4,emailservice,0.02,0.0,0.0
re1_ob__adservice_cpu__5,re1_ob,0.6,360,240,strong,3,50,50,0,-23.865925320123324,209.89816115161202,821.7626044124327,0.14,0.14,15,-15.07277733412237,230.28196108598368,368.7223224598203,0.3333333333333333,0.3333333333333333,emailservice,0.02,0.0,0.0
re1_ob__adservice_delay__1,re1_ob,0.4,144,216,weak,3,47,47,0,-11.229434654284518,374.3958958735491,1135.2200485747628,0.2127659574468085,0.2127659574468085,13,33.63746759041533,408.2560949434574,605.2189625361237,0.6923076923076923,0.6923076923076923,emailservice,0.0,0.02127659574468085,0.0
re1_ob__adservice_delay__1,re1_ob,0.4,144,216,reference,3,47,47,0,-6.838207647550348,359.0830010044192,1090.4231436560456,0.2765957446808511,0.2553191489361702,13,34.26344567347436,377.1124175954565,567.9738379528176,0.6923076923076923,0.6923076923076923,emailservice,0.0,0.02127659574468085,0.0
re1_ob__adservice_delay__1,re1_ob,0.4,144,216,strong,3,47,47,0,-7.507421106110883,313.7524564937804,1003.2332570378758,0.2978723404255319,0.2553191489361702,13,25.67340230344733,313.4622462967526,493.3765576043795,0.6153846153846154,0.6153846153846154,emailservice,0.0,0.02127659574468085,0.0
re1_ob__adservice_delay__1,re1_ob,0.5,180,180,weak,3,47,47,0,-8.356722034914696,263.4362932983978,1473.084163588892,0.2978723404255319,0.2765957446808511,13,34.321362103508214,342.378411028352,678.9808270815604,0.6153846153846154,0.6153846153846154,emailservice,0.0,0.02127659574468085,0.0
re1_ob__adservice_delay__1,re1_ob,0.5,180,180,reference,3,47,47,0,-4.67799323910549,246.927604738372,1415.832845186806,0.3191489361702128,0.3191489361702128,13,38.79991036991828,315.131161829703,641.7813754602743,0.7692307692307693,0.6923076923076923,emailservice,0.0,0.02127659574468085,0.0
re1_ob__adservice_delay__1,re1_ob,0.5,180,180,strong,3,47,47,0,-1.374500113443787,188.6699618065689,1303.818078175518,0.425531914893617,0.2978723404255319,13,40.28952121076645,260.13635432123823,567.6799253361647,0.6923076923076923,0.6923076923076923,emailservice,0.0,0.02127659574468085,0.0
