case_id,dataset,fit_fraction,fit_samples,pseudo_samples,prior_name,ar_order,n_metrics,n_scored_metrics,metric_failures,median_metric_log_bf,p90_metric_log_bf,max_metric_log_bf,positive_metric_fraction,strong_metric_fraction,n_services,median_service_log_bf,p90_service_log_bf,max_service_log_bf,positive_service_fraction,strong_service_fraction,top_service,pre_unstable_metric_fraction,post_unstable_metric_fraction,shared_unstable_metric_fraction
re1_ob__currencyservice_loss__1,re1_ob,0.6,216,144,weak,3,49,49,0,-13.907872720762612,29.89255200599195,444.4880548006088,0.16326530612244897,0.14285714285714285,13,-7.409739828874952,97.02602579614192,175.21281093105253,0.38461538461538464,0.38461538461538464,recommendationservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__1,re1_ob,0.6,216,144,reference,3,49,49,0,-9.791947730437187,26.239736241191004,403.8998938126924,0.1836734693877551,0.16326530612244897,13,-2.9608004375552732,83.45752023937187,153.01703830363627,0.38461538461538464,0.3076923076923077,recommendationservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__1,re1_ob,0.6,216,144,strong,3,49,49,0,-7.2039864897667485,5.750901289804097,321.7591677940799,0.1836734693877551,0.14285714285714285,13,-3.2032303129410025,51.316464230249956,107.3097315285112,0.3076923076923077,0.3076923076923077,recommendationservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__2,re1_ob,0.4,144,216,weak,3,49,49,0,-13.019447727744932,16.892525897110684,1925.0954062929522,0.14285714285714285,0.12244897959183673,13,-4.343726074110748,93.71795786125097,955.2022050224296,0.46153846153846156,0.38461538461538464,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_loss__2,re1_ob,0.4,144,216,reference,3,49,49,0,-10.333790566952302,18.553003706416064,1879.1475633377313,0.16326530612244897,0.14285714285714285,13,-1.9496226658430278,90.31289888405543,934.7056155554275,0.46153846153846156,0.38461538461538464,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_loss__2,re1_ob,0.4,144,216,strong,3,49,49,0,-8.150134308427141,3.852862497409726,1790.8086280803186,0.16326530612244897,0.12244897959183673,13,-4.656592395126637,84.96784070305387,892.913378468062,0.3076923076923077,0.23076923076923078,frontend-external,0.02040816326530612,0.0,0.0
re1_ob__currencyservice_loss__2,re1_ob,0.5,180,180,weak,3,49,49,0,-13.829268067807789,59.629750527196364,2443.4714076487394,0.22448979591836735,0.20408163265306123,13,11.330733975515253,160.69459662159943,1214.173106069393,0.6153846153846154,0.6153846153846154,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_loss__2,re1_ob,0.5,180,180,reference,3,49,49,0,-10.157426699540338,39.078457961692585,2385.0692945385754,0.24489795918367346,0.22448979591836735,13,8.428623182877478,161.1059385805938,1187.4559339195175,0.6153846153846154,0.6153846153846154,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_loss__2,re1_ob,0.5,180,180,strong,3,49,49,0,-7.685498116320105,18.821618511459217,2271.9063125439034,0.1836734693877551,0.16326530612244897,13,-3.5666458772844294,151.65503648849946,1133.311042996882,0.38461538461538464,0.38461538461538464,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_loss__2,re1_ob,0.6,216,144,weak,3,49,49,0,-13.848107921162295,40.53544442844788,2969.1201261215983,0.24489795918367346,0.22448979591836735,13,4.22324418669147,150.34155062953783,1476.5306731947965,0.6153846153846154,0.6153846153846154,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_loss__2,re1_ob,0.6,216,144,reference,3,49,49,0,-10.364242858075443,31.942788332940786,2898.223611185049,0.2653061224489796,0.24489795918367346,13,8.158751599135408,133.5871838876806,1443.5695963498354,0.6153846153846154,0.5384615384615384,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_loss__2,re1_ob,0.6,216,144,strong,3,49,49,0,-7.278992588263691,22.139775460985124,2760.0049833741496,0.1836734693877551,0.16326530612244897,13,3.0764388920011356,99.91623324257488,1376.9312566450417,0.5384615384615384,0.5384615384615384,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_loss__3,re1_ob,0.4,144,216,weak,3,49,49,0,-13.890217287227273,14.348642051929925,703.1353813091798,0.14285714285714285,0.14285714285714285,13,-6.225861615594757,28.446649675847052,344.7516707702637,0.3076923076923077,0.3076923076923077,recommendationservice,0.0,0.0,0.02040816326530612
re1_ob__currencyservice_loss__3,re1_ob,0.4,144,216,reference,3,49,49,0,-10.5711893208819,17.21765257499835,630.4807460995503,0.16326530612244897,0.14285714285714285,13,-2.760508433570076,32.89534304405463,320.36770108362526,0.3076923076923077,0.3076923076923077,recommendationservice,0.0,0.0,0.02040816326530612
re1_ob__currencyservice_loss__3,re1_ob,0.4,144,216,strong,3,49,49,0,-6.4344740894355255,11.756592287613634,499.5058943409553,0.20408163265306123,0.1836734693877551,13,-6.61707295876398,34.46274767260898,266.2057324769085,0.46153846153846156,0.3076923076923077,recommendationservice,0.0,0.0,0.02040816326530612
re1_ob__currencyservice_loss__3,re1_ob,0.5,180,180,weak,3,49,49,0,-13.70298331779594,32.02519875329087,578.48697538612,0.16326530612244897,0.16326530612244897,13,-3.487352018035949,35.6135789930845,341.2436387891998,0.46153846153846156,0.38461538461538464,recommendationservice,0.02040816326530612,0.0,0.02040816326530612
re1_ob__currencyservice_loss__3,re1_ob,0.5,180,180,reference,3,49,49,0,-9.959954366716829,36.3312739679244,518.5316874988105,0.16326530612244897,0.16326530612244897,13,0.21514150041940638,39.87928173731884,321.0234458030884,0.5384615384615384,0.46153846153846156,recommendationservice,0.02040816326530612,0.0,0.02040816326530612
re1_ob__currencyservice_loss__3,re1_ob,0.5,180,180,strong,3,49,49,0,-6.402359876022047,36.47224946090165,411.7215975288008,0.22448979591836735,0.16326530612244897,13,3.10122297385063,41.860470944543884,273.16585085937294,0.5384615384615384,0.5384615384615384,recommendationservice,0.02040816326530612,0.0,0.02040816326530612
re1_ob__currencyservice_loss__3,re1_ob,0.6,216,144,weak,3,49,49,0,-13.957443172276726,13.85910675555076,451.9067597102903,0.1836734693877551,0.1836734693877551,13,-7.812646279400146,14.425697357921024,198.72879845191528,0.23076923076923078,0.23076923076923078,recommendationservice,0.061224489795918366,0.0,0.02040816326530612
re1_ob__currencyservice_loss__3,re1_ob,0.6,216,144,reference,3,49,49,0,-10.763390043076186,11.233255673381716,404.7639839791749,0.20408163265306123,0.16326530612244897,13,-4.849587427168292,18.162677523774803,186.04095101142536,0.3076923076923077,0.23076923076923078,recommendationservice,0.061224489795918366,0.0,0.02040816326530612
re1_ob__currencyservice_loss__3,re1_ob,0.6,216,144,strong,3,49,49,0,-8.368826453289785,5.689444084878541,321.5736859138923,0.12244897959183673,0.10204081632653061,13,-5.576680003651177,19.108578182429117,159.3989333387756,0.3076923076923077,0.3076923076923077,recommendationservice,0.061224489795918366,0.0,0.02040816326530612
re1_ob__currencyservice_loss__4,re1_ob,0.4,144,216,weak,3,49,49,0,-15.569196115493483,6.710909812653952,3095.4115020739237,0.10204081632653061,0.10204081632653061,13,-12.496578505952803,376.03544033368024,1026.3871044195969,0.3076923076923077,0.3076923076923077,emailservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__4,re1_ob,0.4,144,216,reference,3,49,49,0,-11.306403182334975,7.424211234563648,3049.4641229704002,0.12244897959183673,0.10204081632653061,13,-8.822887416244916,335.3567374942197,1011.7723466148836,0.3076923076923077,0.3076923076923077,emailservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__4,re1_ob,0.4,144,216,strong,3,49,49,0,-7.374690095221013,-1.1694400482414822,2961.1279280091694,0.10204081632653061,0.10204081632653061,13,-7.57538845243414,259.69764899919824,982.5759102113434,0.23076923076923078,0.23076923076923078,emailservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__4,re1_ob,0.5,180,180,weak,3,49,49,0,-15.577547075755874,7.061969303254704,3912.6141103760147,0.12244897959183673,0.12244897959183673,13,-12.087867206802173,200.3557139284153,1293.350639090015,0.23076923076923078,0.23076923076923078,emailservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__4,re1_ob,0.5,180,180,reference,3,49,49,0,-12.001719756252896,8.424362856956515,3854.212767850704,0.12244897959183673,0.12244897959183673,13,-10.525518352374908,174.7357776722709,1276.6373073753764,0.23076923076923078,0.23076923076923078,emailservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__4,re1_ob,0.5,180,180,strong,3,49,49,0,-8.784102529960478,-2.0213929690826453,3741.0543343456648,0.08163265306122448,0.08163265306122448,13,-11.666770875925218,132.49366176531242,1241.8301233649288,0.23076923076923078,0.23076923076923078,emailservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__4,re1_ob,0.6,216,144,weak,3,49,49,0,-14.362995177279934,-5.680300821744341,386.26217754192317,0.061224489795918366,0.061224489795918366,13,-11.027635461410824,115.4459037858022,193.64280871986557,0.15384615384615385,0.15384615384615385,recommendationservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__4,re1_ob,0.6,216,144,reference,3,49,49,0,-10.946641916284989,-2.043275536199355,390.0177470632534,0.061224489795918366,0.061224489795918366,13,-9.04783477112079,95.73680509056432,196.73310720065197,0.15384615384615385,0.15384615384615385,recommendationservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__4,re1_ob,0.6,216,144,strong,3,49,49,0,-10.063738187079537,-0.43081753617407087,387.6991773916502,0.08163265306122448,0.061224489795918366,13,-10.363859379956144,55.66745290325201,190.8463886059341,0.15384615384615385,0.15384615384615385,recommendationservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__5,re1_ob,0.4,144,216,weak,3,49,49,0,-14.934902191909146,24.634730071982535,328.4997017502279,0.12244897959183673,0.12244897959183673,13,-7.530515583785028,72.52888189941677,99.03386780295943,0.38461538461538464,0.3076923076923077,emailservice,0.02040816326530612,0.0,0.0
re1_ob__currencyservice_loss__5,re1_ob,0.4,144,216,reference,3,49,49,0,-10.538811966623143,18.450320978370016,328.56591246705204,0.14285714285714285,0.14285714285714285,13,-4.284023087138934,73.43815234292684,102.28154587334207,0.38461538461538464,0.3076923076923077,emailservice,0.02040816326530612,0.0,0.0
re1_ob__currencyservice_loss__5,re1_ob,0.4,144,216,strong,3,49,49,0,-7.090431739331393,0.7933665607523029,304.9638653506174,0.12244897959183673,0.10204081632653061,13,-4.203166662917321,69.30403390721426,97.08235243454094,0.3076923076923077,0.3076923076923077,emailservice,0.02040816326530612,0.0,0.0
re1_ob__currencyservice_loss__5,re1_ob,0.5,180,180,weak,3,49,49,0,-14.34290393201195,4.856863954536817,247.6552758870247,0.16326530612244897,0.14285714285714285,13,-11.134262368311738,53.157792842290334,72.19179078741843,0.3076923076923077,0.3076923076923077,emailservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__5,re1_ob,0.5,180,180,reference,3,49,49,0,-10.453953133362916,6.795101297203294,249.47860946847982,0.14285714285714285,0.14285714285714285,13,-7.606700323745675,56.26388936649062,76.02015624213527,0.3076923076923077,0.3076923076923077,emailservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__5,re1_ob,0.5,180,180,strong,3,49,49,0,-8.248682719449448,8.869889713814453,234.92071391101535,0.12244897959183673,0.12244897959183673,13,-8.176932626726929,53.651990736387496,73.79507015622669,0.3076923076923077,0.3076923076923077,emailservice,0.0,0.0,0.0
re1_ob__currencyservice_loss__5,re1_ob,0.6,216,144,weak,3,49,49,0,-14.619188183414053,24.243364907169113,453.1005129680852,0.16326530612244897,0.14285714285714285,13,-7.447371358409375,45.08175516337843,180.3589970869706,0.38461538461538464,0.38461538461538464,recommendationservice,0.0,0.02040816326530612,0.0
re1_ob__currencyservice_loss__5,re1_ob,0.6,216,144,reference,3,49,49,0,-10.982801573314646,15.285725003184472,406.1625623938097,0.14285714285714285,0.12244897959183673,13,-4.332954883540462,49.29410964440838,159.34261186044662,0.3076923076923077,0.3076923076923077,recommendationservice,0.0,0.04081632653061224,0.0
re1_ob__currencyservice_loss__5,re1_ob,0.6,216,144,strong,3,49,49,0,-8.827238061246362,0.8399763592361611,316.12302245810815,0.12244897959183673,0.10204081632653061,13,-8.391743220409731,49.67983705035489,112.64958947499845,0.23076923076923078,0.23076923076923078,recommendationservice,0.0,0.02040816326530612,0.0
re1_ob__currencyservice_mem__1,re1_ob,0.4,240,360,weak,3,50,50,0,-13.886202909701865,12.679545354464496,403.98456624769165,0.14,0.14,15,-5.240107717373879,72.070650574809,127.80814480405057,0.26666666666666666,0.26666666666666666,shippingservice,0.0,0.02,0.02
re1_ob__currencyservice_mem__1,re1_ob,0.4,240,360,reference,3,50,50,0,-12.799909251839779,9.10983221904828,401.1773336087658,0.2,0.16,15,-8.48652258595132,73.19100914801676,129.4455377817538,0.26666666666666666,0.26666666666666666,shippingservice,0.0,0.02,0.02
re1_ob__currencyservice_mem__1,re1_ob,0.4,240,360,strong,3,50,50,0,-15.87554805849652,5.324818294353068,365.40580945236843,0.16,0.14,15,-12.549507619117586,64.80229200611726,116.16187017403252,0.2,0.2,shippingservice,0.0,0.02,0.02
re1_ob__currencyservice_mem__1,re1_ob,0.5,300,300,weak,3,50,50,0,-14.588905683727603,27.540609066962787,278.7478959975109,0.24,0.22,15,-6.110504568783654,73.39097625005735,124.5408386724747,0.4,0.3333333333333333,main,0.0,0.02,0.02
re1_ob__currencyservice_mem__1,re1_ob,0.5,300,300,reference,3,50,50,0,-12.730737887890143,16.47382831870963,252.1975604649823,0.18,0.14,15,-9.28540733448718,58.35066720904179,117.56286316624545,0.3333333333333333,0.3333333333333333,main,0.0,0.02,0.02
re1_ob__currencyservice_mem__1,re1_ob,0.5,300,300,strong,3,50,50,0,-19.067183525565383,7.498511154634453,170.6596201240161,0.2,0.16,15,-11.704886443984492,37.98742372861515,78.27993563235452,0.26666666666666666,0.26666666666666666,main,0.0,0.02,0.02
re1_ob__currencyservice_mem__1,re1_ob,0.6,360,240,weak,3,50,50,0,-14.838832581405967,31.5274166647239,336.75299585476137,0.16,0.16,15,-7.7170999704018755,87.33750648193998,151.23919533830662,0.3333333333333333,0.3333333333333333,main,0.0,0.0,0.02
re1_ob__currencyservice_mem__1,re1_ob,0.6,360,240,reference,3,50,50,0,-11.860877787593608,30.52607332481815,317.76787175942513,0.14,0.14,15,-9.918994306455565,82.50212972197868,121.98054616452987,0.3333333333333333,0.3333333333333333,main,0.0,0.0,0.02
re1_ob__currencyservice_mem__1,re1_ob,0.6,360,240,strong,3,50,50,0,-17.09175109193228,9.403449249813606,241.09196673062183,0.14,0.14,15,-12.593143169225641,55.79681641373081,68.55864615734947,0.26666666666666666,0.26666666666666666,shippingservice,0.0,0.0,0.02
re1_ob__currencyservice_mem__2,re1_ob,0.4,240,360,weak,3,50,50,0,-12.703338927263758,459.2819650396672,1614.3207098253065,0.24,0.22,15,3.8101362346654546,517.1505468849155,801.2392866430796,0.5333333333333333,0.5333333333333333,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_mem__2,re1_ob,0.4,240,360,reference,3,50,50,0,-9.469452136438576,383.47547232679113,1492.7346576344744,0.26,0.26,15,6.974988844436855,465.3524992082758,742.9181623030187,0.5333333333333333,0.5333333333333333,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_mem__2,re1_ob,0.4,240,360,strong,3,50,50,0,-9.51519792486738,209.67345348333563,1254.129123403537,0.24,0.2,15,-2.360295387017878,354.2623903493172,625.9649282550517,0.4666666666666667,0.4,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_mem__2,re1_ob,0.5,300,300,weak,3,50,50,0,-8.46484290593662,391.882871394012,1338.855477194498,0.3,0.3,15,7.153153599413447,418.27502989802224,663.7525696273722,0.5333333333333333,0.5333333333333333,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_mem__2,re1_ob,0.5,300,300,reference,3,50,50,0,-6.235831481864352,331.2673840051223,1238.0822175681558,0.36,0.3,15,9.70152600063985,377.37298061847656,615.8227125818397,0.5333333333333333,0.5333333333333333,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_mem__2,re1_ob,0.5,300,300,strong,3,50,50,0,-8.13081056089004,192.98217106170253,1041.1728344933572,0.34,0.28,15,7.440440036452325,287.06500728792423,519.6555342700353,0.5333333333333333,0.5333333333333333,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_mem__2,re1_ob,0.6,360,240,weak,3,50,50,0,-8.344605862203025,325.2645959682004,1057.2076693211984,0.38,0.32,15,33.91123884466119,353.0790976668053,520.7969577390687,0.6,0.5333333333333333,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_mem__2,re1_ob,0.6,360,240,reference,3,50,50,0,-4.489506342293282,275.9973330867184,977.2076314239735,0.34,0.32,15,33.918689756290576,319.8085114725502,483.2619347292497,0.6,0.6,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_mem__2,re1_ob,0.6,360,240,strong,3,50,50,0,-7.9418732369252325,158.85387837836947,821.7626044124327,0.32,0.3,15,25.90761362579455,249.0725634938263,407.8762528064799,0.5333333333333333,0.5333333333333333,frontend-external,0.0,0.0,0.0
re1_ob__currencyservice_mem__3,re1_ob,0.4,240,360,weak,3,50,50,0,-14.034432312590297,12.182663851162824,1614.320709825306,0.22,0.16,15,-13.17540727155883,266.7821913796778,539.6680101807879,0.3333333333333333,0.3333333333333333,frontend,0.0,0.0,0.0
re1_ob__currencyservice_mem__3,re1_ob,0.4,240,360,reference,3,50,50,0,-10.255722214221635,6.8148834726409895,1492.7346576344748,0.22,0.16,15,-9.762854631429226,242.72951953114267,498.49099906967905,0.3333333333333333,0.3333333333333333,frontend,0.0,0.0,0.0
re1_ob__currencyservice_mem__3,re1_ob,0.4,240,360,strong,3,50,50,0,-12.809867222834441,10.413336009989195,1254.1291234035375,0.18,0.16,15,-13.547006561335783,191.3794233019965,420.39848135088613,0.3333333333333333,0.26666666666666666,frontend,0.0,0.0,0.0
re1_ob__currencyservice_mem__3,re1_ob,0.5,300,300,weak,3,50,50,0,-13.968383155369224,15.813771414416182,1338.855477194498,0.2,0.18,15,-12.087055960456306,211.55954916662319,454.1982252103246,0.3333333333333333,0.3333333333333333,frontend,0.0,0.0,0.0
re1_ob__currencyservice_mem__3,re1_ob,0.5,300,300,reference,3,50,50,0,-10.184837817540142,14.75554574509492,1238.0822175681558,0.18,0.18,15,-9.935583883818481,191.68135973216002,420.0091854470318,0.3333333333333333,0.3333333333333333,frontend,0.0,0.0,0.0
re1_ob__currencyservice_mem__3,re1_ob,0.5,300,300,strong,3,50,50,0,-10.73080611880323,4.2480311366037435,1041.1728344933572,0.16,0.12,15,-9.624312592853812,156.25370230334372,351.6307651301975,0.26666666666666666,0.26666666666666666,frontend,0.0,0.0,0.0
re1_ob__currencyservice_mem__3,re1_ob,0.6,360,240,weak,3,50,50,0,-15.818061032183437,41.50011248980394,1057.2076693211989,0.2,0.18,15,-10.444197355960114,160.68106007139122,364.4700698106208,0.3333333333333333,0.3333333333333333,frontend,0.0,0.0,0.0
re1_ob__currencyservice_mem__3,re1_ob,0.6,360,240,reference,3,50,50,0,-11.86209745690519,30.16934572754414,977.2076314239735,0.24,0.22,15,-6.019260407106913,142.12339967195476,335.7067361974168,0.3333333333333333,0.3333333333333333,frontend,0.0,0.0,0.0
re1_ob__currencyservice_mem__3,re1_ob,0.6,360,240,strong,3,50,50,0,-10.347805212745584,8.222361271026957,821.7626044124322,0.18,0.18,15,-9.403747317916668,105.08916635899462,274.18840245841653,0.3333333333333333,0.26666666666666666,frontend,0.0,0.0,0.0
re1_ob__currencyservice_mem__4,re1_ob,0.4,240,360,weak,3,50,50,0,-16.100377268900047,218.30030706662154,1224.4263913509953,0.18,0.16,15,-10.524962695900646,163.6217671902736,460.70416564454536,0.4666666666666667,0.4666666666666667,emailservice,0.0,0.0,0.0
re1_ob__currencyservice_mem__4,re1_ob,0.4,240,360,reference,3,50,50,0,-13.823871736509972,220.2214384637773,1104.2868406061689,0.18,0.18,15,-6.493720452448126,165.63748829661117,421.61841799332706,0.4666666666666667,0.4666666666666667,emailservice,0.0,0.0,0.0
re1_ob__currencyservice_mem__4,re1_ob,0.4,240,360,strong,3,50,50,0,-27.20517622931027,202.97388819947298,869.9526293651098,0.18,0.18,15,-7.86647940050879,157.60024095327756,338.06911115861556,0.4666666666666667,0.4666666666666667,emailservice,0.0,0.0,0.0
re1_ob__currencyservice_mem__4,re1_ob,0.5,300,300,weak,3,50,50,0,-17.078350131296702,109.05606952442653,1010.2783036326294,0.16,0.16,15,-7.513953532079692,105.71448025295355,368.5211045327131,0.4,0.4,emailservice,0.02,0.02,0.0
re1_ob__currencyservice_mem__4,re1_ob,0.5,300,300,reference,3,50,50,0,-13.413542577520047,111.60769031573443,910.7281122376708,0.18,0.18,15,-7.238721592602133,103.17835279377948,337.0896968575534,0.4,0.4,emailservice,0.02,0.02,0.0
re1_ob__currencyservice_mem__4,re1_ob,0.5,300,300,strong,3,50,50,0,-19.21020654767699,99.96634977267053,717.777321703367,0.16,0.16,15,-12.145425947324233,76.36991092097493,268.79596066397283,0.4,0.4,emailservice,0.02,0.02,0.0
re1_ob__currencyservice_mem__4,re1_ob,0.6,360,240,weak,3,50,50,0,-13.482065703676199,56.167848955405994,792.1798605594647,0.22,0.2,15,-3.225104017248801,152.8690481640146,279.7654929572978,0.4666666666666667,0.4,emailservice,0.06,0.02,0.0
re1_ob__currencyservice_mem__4,re1_ob,0.6,360,240,reference,3,50,50,0,-9.654054644450866,59.55526742468577,713.2219822303384,0.24,0.2,15,-2.801313116792206,133.66764779743357,255.45378012058617,0.4,0.4,emailservice,0.06,0.02,0.0
re1_ob__currencyservice_mem__4,re1_ob,0.6,360,240,strong,3,50,50,0,-22.739377893785957,53.259544592496276,561.2719498955337,0.18,0.14,15,-6.7771989280419875,82.18984186838475,202.57973779739496,0.4,0.3333333333333333,emailservice,0.02,0.02,0.0
re1_ob__currencyservice_mem__5,re1_ob,0.4,240,360,weak,3,50,50,0,-14.22542855410859,90.00949728368693,5544.4652851078035,0.2,0.18,15,8.614278505300234,1123.2529589253643,1838.988691165143,0.5333333333333333,0.5333333333333333,emailservice,0.0,0.04,0.0
re1_ob__currencyservice_mem__5,re1_ob,0.4,240,360,reference,3,50,50,0,-10.38807547954093,90.41570723357853,5465.499374884444,0.2,0.2,15,8.262483666775248,1083.4355219746203,1815.7697182800232,0.5333333333333333,0.5333333333333333,emailservice,0.0,0.04,0.0
re1_ob__currencyservice_mem__5,re1_ob,0.4,240,360,strong,3,50,50,0,-18.12548866006,40.860035378601175,5312.100533626364,0.2,0.18,15,-8.422233124824515,998.9033805488807,1766.2263894954997,0.4,0.4,emailservice,0.0,0.02,0.0
re1_ob__currencyservice_mem__5,re1_ob,0.5,300,300,weak,3,50,50,0,-14.921482159085713,48.74312228619164,6992.697275253946,0.16,0.14,15,-10.587859893815184,1363.8371319955327,2322.2947118792245,0.4,0.4,emailservice,0.0,0.04,0.0
re1_ob__currencyservice_mem__5,re1_ob,0.5,300,300,reference,3,50,50,0,-11.050132827231153,28.540920777147434,6892.958452504472,0.24,0.18,15,-6.475952049949967,1320.1638003697972,2292.1398041349935,0.4,0.4,emailservice,0.0,0.02,0.0
re1_ob__currencyservice_mem__5,re1_ob,0.5,300,300,strong,3,50,50,0,-19.729869342715176,11.7710519177881,6698.09682236112,0.22,0.16,15,-19.029115449311956,1227.1308271171993,2228.6868469913047,0.3333333333333333,0.26666666666666666,emailservice,0.0,0.02,0.0
re1_ob__currencyservice_mem__5,re1_ob,0.6,360,240,weak,3,50,50,0,-13.380299894816062,122.20500454138059,8453.034820613328,0.2,0.18,15,-9.821555188122906,1608.21638978052,2810.9184544313525,0.4,0.3333333333333333,emailservice,0.0,0.02,0.0
re1_ob__currencyservice_mem__5,re1_ob,0.6,360,240,reference,3,50,50,0,-12.063911799978342,78.44236401827519,8332.48263546625,0.24,0.2,15,-6.770491119883293,1561.2444582602807,2773.877036720834,0.3333333333333333,0.3333333333333333,emailservice,0.0,0.02,0.0
re1_ob__currencyservice_mem__5,re1_ob,0.6,360,240,strong,3,50,50,0,-16.258367377455784,16.666972215849672,8095.921150750502,0.2,0.18,15,-14.326959191751788,1460.7652247479923,2696.8922586997305,0.26666666666666666,0.26666666666666666,emailservice,0.0,0.02,0.0
re1_ob__productcatalogservice_cpu__1,re1_ob,0.4,240,360,weak,3,50,50,0,-16.784064144173726,63.229826767485925,3237.4124674738396,0.16,0.14,15,-14.208635827846726,292.52880545909755,1074.8346260687288,0.4,0.4,frontend,0.0,0.0,0.0
re1_ob__productcatalogservice_cpu__1,re1_ob,0.4,240,360,reference,3,50,50,0,-12.810058509664145,46.950540408450976,3158.4467364823695,0.16,0.14,15,-11.491944444710688,279.3133201523036,1051.6165375111766,0.4,0.3333333333333333,frontend,0.0,0.0,0.0
re1_ob__productcatalogservice_cpu__1,re1_ob,0.4,240,360,strong,3,50,50,0,-10.129682453284943,26.9840152532684,3005.0489646973037,0.12,0.12,15,-12.490756657199464,231.44199941545205,1002.2064574348669,0.3333333333333333,0.3333333333333333,frontend,0.0,0.0,0.0
re1_ob__productcatalogservice_cpu__1,re1_ob,0.5,300,300,weak,3,50,50,0,-17.43049550625335,77.99975618242227,4101.578763692611,0.2,0.16,15,-9.917375446985716,227.5353342865541,1373.6689867822088,0.4,0.4,frontend,0.0,0.0,0.0
re1_ob__productcatalogservice_cpu__1,re1_ob,0.5,300,300,reference,3,50,50,0,-13.016579147355515,58.07455296020383,4001.840208432612,0.18,0.18,15,-5.432291523351485,218.01693500102817,1342.7152663970055,0.4,0.4,frontend,0.0,0.0,0.0
re1_ob__productcatalogservice_cpu__1,re1_ob,0.5,300,300,strong,3,50,50,0,-10.69487939176372,33.65986594010246,3806.9801745467284,0.14,0.12,15,-11.774975612330499,188.83963682231766,1274.3267623800127,0.3333333333333333,0.3333333333333333,frontend,0.0,0.0,0.0
re1_ob__productcatalogservice_cpu__1,re1_ob,0.6,360,240,weak,3,50,50,0,-16.19318575586351,77.30418930287803,4977.848860647533,0.2,0.2,15,-4.470340668623446,173.42414659631353,1682.696090809544,0.4,0.4,frontend,0.0,0.0,0.0
re1_ob__productcatalogservice_cpu__1,re1_ob,0.6,360,240,reference,3,50,50,0,-12.366297447888115,71.46310057868082,4857.297072697279,0.2,0.2,15,-2.3596232751256516,172.10021407376394,1643.9395611311159,0.4,0.4,frontend,0.0,0.0,0.0
re1_ob__productcatalogservice_cpu__1,re1_ob,0.6,360,240,strong,3,50,50,0,-9.35215985887146,55.17080305809306,4620.73795865081,0.18,0.14,15,-8.993004125610279,150.7106823333341,1556.4616458411667,0.3333333333333333,0.3333333333333333,frontend,0.0,0.0,0.0
re1_ob__productcatalogservice_cpu__2,re1_ob,0.4,240,360,weak,3,50,50,0,-15.444892029229521,95.46240302116188,1614.320709825306,0.24,0.2,15,-8.165214638630365,229.39149981555914,799.1228840223462,0.4666666666666667,0.4666666666666667,frontend-external,0.06,0.0,0.0
re1_ob__productcatalogservice_cpu__2,re1_ob,0.4,240,360,reference,3,50,50,0,-11.830960649047029,94.8038981496318,1492.7346576344748,0.22,0.2,15,-5.221077009468407,215.22137196908778,740.7948169835986,0.4666666666666667,0.4666666666666667,frontend-external,0.06,0.0,0.0
re1_ob__productcatalogservice_cpu__2,re1_ob,0.4,240,360,strong,3,50,50,0,-10.897261853157659,69.5782074082509,1254.1291234035375,0.2,0.18,15,-5.376333835140524,185.7476497673566,623.8211544884114,0.4666666666666667,0.4666666666666667,frontend-external,0.02,0.0,0.0
re1_ob__productcatalogservice_cpu__2,re1_ob,0.5,300,300,weak,3,50,50,0,-15.368247120034624,189.2848306343276,1338.855477194498,0.22,0.22,15,22.441563173802706,306.0164493413509,662.1903937950102,0.5333333333333333,0.5333333333333333,frontend-external,0.0,0.0,0.0
